Order ID,Date,Time,Item,Category,Quantity,Unit Price,Total Sales,Payment Method,Rating,Datetime
229,2025-11-10,10:20:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,4,2025-11-10 10:20:00.974478
230,2025-12-16,08:07:00.974478,Espresso,Coffee,2,2.5,5.0,Cash,3,2025-12-16 08:07:00.974478
231,2025-11-03,13:35:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Mobile Payment,5,2025-11-03 13:35:00.974478
232,2025-12-07,09:32:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2025-12-07 09:32:00.974478
233,2025-09-24,11:00:00.974478,Black Tea,Tea,1,2.5,2.5,Card,5,2025-09-24 11:00:00.974478
234,2026-01-01,16:31:00.974478,Green Tea,Tea,1,2.75,2.75,Card,4,2026-01-01 16:31:00.974478
235,2025-09-08,01:05:00.974478,Muffin,Bakery,2,2.75,5.5,Card,5,2025-09-08 01:05:00.974478
236,2025-09-22,08:03:00.974478,Mocha,Coffee,1,4.5,4.5,Cash,5,2025-09-22 08:03:00.974478
237,2025-11-22,07:25:00.974478,Muffin,Bakery,1,2.75,2.75,Card,5,2025-11-22 07:25:00.974478
238,2025-07-26,13:32:00.974478,Americano,Coffee,1,3.0,3.0,Cash,5,2025-07-26 13:32:00.974478
239,2026-01-11,07:39:00.974478,Turkey Club,Sandwich,2,7.5,15.0,Card,4,2026-01-11 07:39:00.974478
240,2025-07-21,09:23:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-07-21 09:23:00.974478
241,2025-08-16,07:31:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,4,2025-08-16 07:31:00.974478
242,2025-08-08,08:15:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Cash,4,2025-08-08 08:15:00.974478
243,2025-10-26,10:53:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,5,2025-10-26 10:53:00.974478
244,2025-12-19,11:59:00.974478,Americano,Coffee,1,3.0,3.0,Card,4,2025-12-19 11:59:00.974478
245,2026-01-08,10:41:00.974478,Mocha,Coffee,1,4.5,4.5,Card,5,2026-01-08 10:41:00.974478
246,2025-10-25,08:32:00.974478,Croissant,Bakery,1,3.5,3.5,Card,3,2025-10-25 08:32:00.974478
247,2025-11-16,11:21:00.974478,Espresso,Coffee,1,2.5,2.5,Cash,4,2025-11-16 11:21:00.974478
248,2025-10-06,08:42:00.974478,Croissant,Bakery,2,3.5,7.0,Cash,5,2025-10-06 08:42:00.974478
249,2025-11-25,08:49:00.974478,Croissant,Bakery,1,3.5,3.5,Card,3,2025-11-25 08:49:00.974478
250,2025-12-20,14:56:00.974478,Green Tea,Tea,1,2.75,2.75,Mobile Payment,4,2025-12-20 14:56:00.974478
251,2026-01-09,07:51:00.974478,Americano,Coffee,1,3.0,3.0,Mobile Payment,5,2026-01-09 07:51:00.974478
252,2025-08-28,12:16:00.974478,Green Tea,Tea,1,2.75,2.75,Cash,5,2025-08-28 12:16:00.974478
253,2025-09-05,08:15:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-09-05 08:15:00.974478
254,2025-09-14,14:52:00.974478,Chai Latte,Tea,1,4.25,4.25,Cash,5,2025-09-14 14:52:00.974478
255,2025-07-31,07:59:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Mobile Payment,2,2025-07-31 07:59:00.974478
256,2025-11-12,11:09:00.974478,Croissant,Bakery,1,3.5,3.5,Mobile Payment,5,2025-11-12 11:09:00.974478
257,2025-12-02,14:51:00.974478,Bagel,Bakery,1,2.5,2.5,Mobile Payment,5,2025-12-02 14:51:00.974478
258,2025-11-29,08:32:00.974478,Bagel,Bakery,2,2.5,5.0,Card,5,2025-11-29 08:32:00.974478
259,2025-09-23,08:29:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,5,2025-09-23 08:29:00.974478
260,2025-09-28,08:44:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,4,2025-09-28 08:44:00.974478
261,2025-12-09,10:32:00.974478,Muffin,Bakery,1,2.75,2.75,Card,5,2025-12-09 10:32:00.974478
262,2026-01-05,13:06:00.974478,Espresso,Coffee,1,2.5,2.5,Card,2,2026-01-05 13:06:00.974478
263,2025-10-17,13:21:00.974478,Latte,Coffee,1,4.0,4.0,Mobile Payment,5,2025-10-17 13:21:00.974478
264,2025-11-03,14:44:00.974478,Herbal Tea,Tea,1,3.0,3.0,Mobile Payment,4,2025-11-03 14:44:00.974478
265,2025-08-16,11:18:00.974478,Mocha,Coffee,1,4.5,4.5,Card,5,2025-08-16 11:18:00.974478
266,2025-11-27,13:28:00.974478,Bagel,Bakery,3,2.5,7.5,Cash,4,2025-11-27 13:28:00.974478
267,2025-12-17,09:41:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,3,2025-12-17 09:41:00.974478
268,2025-10-04,08:10:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,4,2025-10-04 08:10:00.974478
269,2025-08-05,04:19:00.974478,Black Tea,Tea,1,2.5,2.5,Mobile Payment,4,2025-08-05 04:19:00.974478
270,2025-09-09,08:46:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-09-09 08:46:00.974478
271,2025-08-17,12:36:00.974478,Latte,Coffee,1,4.0,4.0,Card,5,2025-08-17 12:36:00.974478
272,2025-07-29,14:56:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,4,2025-07-29 14:56:00.974478
273,2025-09-04,17:09:00.974478,Latte,Coffee,1,4.0,4.0,Mobile Payment,5,2025-09-04 17:09:00.974478
274,2025-12-04,10:54:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,4,2025-12-04 10:54:00.974478
275,2025-12-05,08:37:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Cash,4,2025-12-05 08:37:00.974478
276,2026-01-01,06:44:00.974478,Green Tea,Tea,3,2.75,8.25,Mobile Payment,5,2026-01-01 06:44:00.974478
277,2026-01-07,17:03:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2026-01-07 17:03:00.974478
278,2025-11-10,11:42:00.974478,Croissant,Bakery,1,3.5,3.5,Cash,4,2025-11-10 11:42:00.974478
279,2025-11-13,08:53:00.974478,Muffin,Bakery,1,2.75,2.75,Card,5,2025-11-13 08:53:00.974478
280,2025-09-19,07:20:00.974478,Americano,Coffee,2,3.0,6.0,Card,3,2025-09-19 07:20:00.974478
281,2025-11-23,13:12:00.974478,Mocha,Coffee,3,4.5,13.5,Mobile Payment,5,2025-11-23 13:12:00.974478
282,2025-08-15,11:25:00.974478,Black Tea,Tea,1,2.5,2.5,Card,4,2025-08-15 11:25:00.974478
283,2025-12-25,08:12:00.974478,Scone,Bakery,1,3.0,3.0,Cash,4,2025-12-25 08:12:00.974478
284,2025-09-12,07:53:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,3,2025-09-12 07:53:00.974478
285,2025-09-13,12:46:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,5,2025-09-13 12:46:00.974478
286,2025-10-03,12:08:00.974478,Black Tea,Tea,1,2.5,2.5,Cash,5,2025-10-03 12:08:00.974478
287,2025-10-14,08:05:00.974478,Turkey Club,Sandwich,2,7.5,15.0,Cash,5,2025-10-14 08:05:00.974478
288,2025-11-07,12:17:00.974478,Americano,Coffee,2,3.0,6.0,Cash,5,2025-11-07 12:17:00.974478
289,2025-08-08,11:56:00.974478,Green Tea,Tea,1,2.75,2.75,Cash,5,2025-08-08 11:56:00.974478
290,2026-01-04,07:28:00.974478,Black Tea,Tea,2,2.5,5.0,Mobile Payment,2,2026-01-04 07:28:00.974478
291,2025-11-09,12:49:00.974478,Latte,Coffee,1,4.0,4.0,Card,5,2025-11-09 12:49:00.974478
292,2025-11-26,07:39:00.974478,Turkey Club,Sandwich,2,7.5,15.0,Cash,5,2025-11-26 07:39:00.974478
293,2025-08-22,00:30:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Cash,5,2025-08-22 00:30:00.974478
294,2025-11-17,10:42:00.974478,Espresso,Coffee,1,2.5,2.5,Cash,5,2025-11-17 10:42:00.974478
295,2026-01-02,12:54:00.974478,Scone,Bakery,1,3.0,3.0,Cash,5,2026-01-02 12:54:00.974478
296,2025-11-13,15:55:00.974478,Mocha,Coffee,1,4.5,4.5,Cash,5,2025-11-13 15:55:00.974478
297,2025-10-06,07:40:00.974478,Americano,Coffee,2,3.0,6.0,Cash,3,2025-10-06 07:40:00.974478
298,2025-09-21,08:51:00.974478,Mocha,Coffee,1,4.5,4.5,Card,5,2025-09-21 08:51:00.974478
299,2025-09-09,08:13:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,5,2025-09-09 08:13:00.974478
300,2025-08-07,15:21:00.974478,Mocha,Coffee,3,4.5,13.5,Cash,3,2025-08-07 15:21:00.974478
301,2025-09-17,11:19:00.974478,Croissant,Bakery,1,3.5,3.5,Card,4,2025-09-17 11:19:00.974478
302,2025-11-03,09:21:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,4,2025-11-03 09:21:00.974478
303,2025-11-18,08:16:00.974478,Veggie Wrap,Sandwich,3,7.0,21.0,Card,4,2025-11-18 08:16:00.974478
304,2026-01-14,07:22:00.974478,Espresso,Coffee,1,2.5,2.5,Cash,4,2026-01-14 07:22:00.974478
305,2025-08-01,07:06:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Cash,4,2025-08-01 07:06:00.974478
306,2025-10-22,14:53:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-10-22 14:53:00.974478
307,2025-12-22,09:01:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,4,2025-12-22 09:01:00.974478
308,2025-08-15,16:39:00.974478,Scone,Bakery,1,3.0,3.0,Mobile Payment,4,2025-08-15 16:39:00.974478
309,2025-07-24,08:34:00.974478,Americano,Coffee,1,3.0,3.0,Cash,4,2025-07-24 08:34:00.974478
310,2025-12-16,12:20:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Mobile Payment,4,2025-12-16 12:20:00.974478
311,2025-11-11,13:26:00.974478,Muffin,Bakery,1,2.75,2.75,Cash,5,2025-11-11 13:26:00.974478
312,2026-01-09,11:31:00.974478,Croissant,Bakery,1,3.5,3.5,Card,2,2026-01-09 11:31:00.974478
313,2025-09-08,14:29:00.974478,Muffin,Bakery,1,2.75,2.75,Cash,4,2025-09-08 14:29:00.974478
314,2025-12-10,07:03:00.974478,Mocha,Coffee,1,4.5,4.5,Cash,4,2025-12-10 07:03:00.974478
315,2025-10-10,07:06:00.974478,Croissant,Bakery,1,3.5,3.5,Card,5,2025-10-10 07:06:00.974478
316,2025-10-07,08:34:00.974478,Bagel,Bakery,1,2.5,2.5,Card,4,2025-10-07 08:34:00.974478
317,2025-11-17,01:51:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,4,2025-11-17 01:51:00.974478
318,2025-08-26,10:01:00.974478,Latte,Coffee,1,4.0,4.0,Cash,5,2025-08-26 10:01:00.974478
319,2025-11-01,12:11:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,3,2025-11-01 12:11:00.974478
320,2025-12-24,08:29:00.974478,Muffin,Bakery,3,2.75,8.25,Card,4,2025-12-24 08:29:00.974478
321,2025-12-30,10:08:00.974478,Black Tea,Tea,1,2.5,2.5,Card,1,2025-12-30 10:08:00.974478
322,2025-11-16,08:35:00.974478,Latte,Coffee,1,4.0,4.0,Card,4,2025-11-16 08:35:00.974478
323,2025-11-02,03:23:00.974478,Mocha,Coffee,1,4.5,4.5,Card,3,2025-11-02 03:23:00.974478
324,2025-07-29,10:49:00.974478,Green Tea,Tea,1,2.75,2.75,Cash,4,2025-07-29 10:49:00.974478
325,2025-09-28,07:34:00.974478,Herbal Tea,Tea,1,3.0,3.0,Cash,5,2025-09-28 07:34:00.974478
326,2026-01-07,03:12:00.974478,Americano,Coffee,2,3.0,6.0,Card,5,2026-01-07 03:12:00.974478
327,2025-08-25,11:34:00.974478,Latte,Coffee,2,4.0,8.0,Cash,5,2025-08-25 11:34:00.974478
328,2025-09-26,08:49:00.974478,Croissant,Bakery,2,3.5,7.0,Card,5,2025-09-26 08:49:00.974478
329,2025-08-14,10:59:00.974478,Black Tea,Tea,2,2.5,5.0,Card,5,2025-08-14 10:59:00.974478
330,2025-08-01,09:47:00.974478,Bagel,Bakery,1,2.5,2.5,Card,3,2025-08-01 09:47:00.974478
331,2025-07-21,08:46:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Mobile Payment,4,2025-07-21 08:46:00.974478
332,2025-08-05,15:02:00.974478,Espresso,Coffee,1,2.5,2.5,Card,5,2025-08-05 15:02:00.974478
333,2026-01-07,11:27:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,5,2026-01-07 11:27:00.974478
334,2025-10-26,08:07:00.974478,Espresso,Coffee,3,2.5,7.5,Mobile Payment,5,2025-10-26 08:07:00.974478
335,2025-12-06,07:33:00.974478,Bagel,Bakery,1,2.5,2.5,Card,2,2025-12-06 07:33:00.974478
336,2025-09-08,08:40:00.974478,Black Tea,Tea,1,2.5,2.5,Mobile Payment,5,2025-09-08 08:40:00.974478
337,2025-09-17,11:03:00.974478,Muffin,Bakery,1,2.75,2.75,Card,4,2025-09-17 11:03:00.974478
338,2025-08-25,16:34:00.974478,Muffin,Bakery,1,2.75,2.75,Mobile Payment,5,2025-08-25 16:34:00.974478
339,2025-08-11,09:48:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-08-11 09:48:00.974478
340,2025-08-31,13:42:00.974478,Latte,Coffee,1,4.0,4.0,Card,5,2025-08-31 13:42:00.974478
341,2025-11-24,13:39:00.974478,Herbal Tea,Tea,1,3.0,3.0,Cash,5,2025-11-24 13:39:00.974478
342,2025-07-19,11:58:00.974478,Green Tea,Tea,1,2.75,2.75,Cash,5,2025-07-19 11:58:00.974478
343,2025-10-28,07:56:00.974478,Americano,Coffee,1,3.0,3.0,Mobile Payment,4,2025-10-28 07:56:00.974478
344,2025-12-27,12:16:00.974478,Black Tea,Tea,1,2.5,2.5,Card,5,2025-12-27 12:16:00.974478
345,2025-12-16,09:48:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,5,2025-12-16 09:48:00.974478
346,2025-11-30,07:54:00.974478,Mocha,Coffee,1,4.5,4.5,Mobile Payment,4,2025-11-30 07:54:00.974478
347,2025-12-27,11:57:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,3,2025-12-27 11:57:00.974478
348,2025-09-13,15:48:00.974478,Croissant,Bakery,1,3.5,3.5,Card,3,2025-09-13 15:48:00.974478
349,2025-09-10,07:41:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,5,2025-09-10 07:41:00.974478
350,2025-08-04,09:51:00.974478,Croissant,Bakery,1,3.5,3.5,Cash,5,2025-08-04 09:51:00.974478
351,2025-12-08,07:08:00.974478,Croissant,Bakery,1,3.5,3.5,Card,5,2025-12-08 07:08:00.974478
352,2025-08-31,11:25:00.974478,Cappuccino,Coffee,1,3.75,3.75,Cash,5,2025-08-31 11:25:00.974478
353,2025-10-12,10:27:00.974478,Cappuccino,Coffee,2,3.75,7.5,Card,3,2025-10-12 10:27:00.974478
354,2025-11-13,08:27:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2025-11-13 08:27:00.974478
355,2025-10-13,04:00:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2025-10-13 04:00:00.974478
356,2025-08-25,08:40:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,3,2025-08-25 08:40:00.974478
357,2025-08-30,16:59:00.974478,Cappuccino,Coffee,3,3.75,11.25,Card,5,2025-08-30 16:59:00.974478
358,2025-11-04,11:35:00.974478,Chai Latte,Tea,2,4.25,8.5,Card,5,2025-11-04 11:35:00.974478
359,2025-07-26,09:38:00.974478,Croissant,Bakery,1,3.5,3.5,Card,2,2025-07-26 09:38:00.974478
360,2025-09-12,08:28:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-09-12 08:28:00.974478
361,2025-10-12,15:10:00.974478,Mocha,Coffee,1,4.5,4.5,Cash,4,2025-10-12 15:10:00.974478
362,2025-11-07,13:46:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Cash,5,2025-11-07 13:46:00.974478
363,2025-08-06,14:30:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,5,2025-08-06 14:30:00.974478
364,2025-10-12,13:20:00.974478,Scone,Bakery,1,3.0,3.0,Card,5,2025-10-12 13:20:00.974478
365,2025-11-07,11:19:00.974478,Black Tea,Tea,1,2.5,2.5,Card,5,2025-11-07 11:19:00.974478
366,2025-12-25,08:16:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2025-12-25 08:16:00.974478
367,2025-08-11,17:59:00.974478,Americano,Coffee,1,3.0,3.0,Mobile Payment,4,2025-08-11 17:59:00.974478
368,2025-12-16,13:33:00.974478,Croissant,Bakery,1,3.5,3.5,Card,5,2025-12-16 13:33:00.974478
369,2025-12-13,13:30:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,5,2025-12-13 13:30:00.974478
370,2025-12-07,12:56:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Cash,4,2025-12-07 12:56:00.974478
371,2025-09-01,12:21:00.974478,Black Tea,Tea,1,2.5,2.5,Card,1,2025-09-01 12:21:00.974478
372,2025-11-11,08:15:00.974478,Muffin,Bakery,1,2.75,2.75,Card,5,2025-11-11 08:15:00.974478
373,2025-09-29,08:50:00.974478,Mocha,Coffee,1,4.5,4.5,Card,4,2025-09-29 08:50:00.974478
374,2025-08-25,08:31:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,5,2025-08-25 08:31:00.974478
375,2025-12-15,10:55:00.974478,Latte,Coffee,1,4.0,4.0,Card,5,2025-12-15 10:55:00.974478
376,2025-10-25,09:43:00.974478,Bagel,Bakery,1,2.5,2.5,Card,4,2025-10-25 09:43:00.974478
377,2026-01-04,08:05:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2026-01-04 08:05:00.974478
378,2025-08-04,10:38:00.974478,Chai Latte,Tea,1,4.25,4.25,Cash,5,2025-08-04 10:38:00.974478
379,2025-09-01,14:33:00.974478,Americano,Coffee,1,3.0,3.0,Card,1,2025-09-01 14:33:00.974478
380,2025-10-26,11:58:00.974478,Croissant,Bakery,2,3.5,7.0,Card,5,2025-10-26 11:58:00.974478
381,2025-09-07,06:10:00.974478,Muffin,Bakery,2,2.75,5.5,Card,3,2025-09-07 06:10:00.974478
382,2025-10-14,09:05:00.974478,Black Tea,Tea,1,2.5,2.5,Card,4,2025-10-14 09:05:00.974478
383,2025-12-28,12:52:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-12-28 12:52:00.974478
384,2025-09-05,11:26:00.974478,Americano,Coffee,1,3.0,3.0,Card,3,2025-09-05 11:26:00.974478
385,2025-10-08,07:37:00.974478,Bagel,Bakery,1,2.5,2.5,Card,5,2025-10-08 07:37:00.974478
386,2025-10-20,11:42:00.974478,Americano,Coffee,1,3.0,3.0,Card,4,2025-10-20 11:42:00.974478
387,2026-01-14,15:40:00.974478,Scone,Bakery,1,3.0,3.0,Cash,5,2026-01-14 15:40:00.974478
388,2025-09-10,04:44:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Mobile Payment,5,2025-09-10 04:44:00.974478
389,2025-11-07,12:47:00.974478,Black Tea,Tea,2,2.5,5.0,Card,4,2025-11-07 12:47:00.974478
390,2026-01-02,10:59:00.974478,Americano,Coffee,1,3.0,3.0,Cash,5,2026-01-02 10:59:00.974478
391,2025-12-11,08:02:00.974478,Scone,Bakery,1,3.0,3.0,Cash,4,2025-12-11 08:02:00.974478
392,2025-08-19,12:40:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,3,2025-08-19 12:40:00.974478
393,2025-10-08,10:34:00.974478,Espresso,Coffee,1,2.5,2.5,Card,4,2025-10-08 10:34:00.974478
394,2025-09-10,11:43:00.974478,Bagel,Bakery,2,2.5,5.0,Card,3,2025-09-10 11:43:00.974478
395,2025-10-27,02:26:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Cash,5,2025-10-27 02:26:00.974478
396,2025-08-18,08:44:00.974478,Espresso,Coffee,1,2.5,2.5,Card,4,2025-08-18 08:44:00.974478
397,2025-07-27,16:58:00.974478,Muffin,Bakery,1,2.75,2.75,Cash,4,2025-07-27 16:58:00.974478
398,2025-10-22,09:10:00.974478,Scone,Bakery,1,3.0,3.0,Cash,5,2025-10-22 09:10:00.974478
399,2025-09-18,07:09:00.974478,Muffin,Bakery,1,2.75,2.75,Cash,5,2025-09-18 07:09:00.974478
400,2025-10-17,08:45:00.974478,Mocha,Coffee,1,4.5,4.5,Card,5,2025-10-17 08:45:00.974478
401,2025-11-29,07:07:00.974478,Mocha,Coffee,1,4.5,4.5,Card,4,2025-11-29 07:07:00.974478
402,2025-10-24,07:15:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,5,2025-10-24 07:15:00.974478
403,2025-08-03,08:39:00.974478,Americano,Coffee,1,3.0,3.0,Mobile Payment,5,2025-08-03 08:39:00.974478
404,2025-10-04,09:10:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,5,2025-10-04 09:10:00.974478
405,2025-10-28,17:52:00.974478,Muffin,Bakery,1,2.75,2.75,Card,5,2025-10-28 17:52:00.974478
406,2025-10-19,09:27:00.974478,Espresso,Coffee,1,2.5,2.5,Card,5,2025-10-19 09:27:00.974478
407,2025-10-26,07:04:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,5,2025-10-26 07:04:00.974478
408,2025-09-23,07:36:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Cash,4,2025-09-23 07:36:00.974478
409,2025-08-23,11:04:00.974478,Croissant,Bakery,1,3.5,3.5,Mobile Payment,4,2025-08-23 11:04:00.974478
410,2025-11-21,09:54:00.974478,Croissant,Bakery,1,3.5,3.5,Mobile Payment,5,2025-11-21 09:54:00.974478
411,2025-09-04,10:29:00.974478,Cappuccino,Coffee,2,3.75,7.5,Card,5,2025-09-04 10:29:00.974478
412,2025-07-25,07:42:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-07-25 07:42:00.974478
413,2025-10-02,12:40:00.974478,Green Tea,Tea,1,2.75,2.75,Card,4,2025-10-02 12:40:00.974478
414,2025-12-13,08:02:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2025-12-13 08:02:00.974478
415,2025-09-02,10:51:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,4,2025-09-02 10:51:00.974478
416,2025-10-22,10:53:00.974478,Espresso,Coffee,1,2.5,2.5,Mobile Payment,4,2025-10-22 10:53:00.974478
417,2025-09-15,17:24:00.974478,Bagel,Bakery,2,2.5,5.0,Card,5,2025-09-15 17:24:00.974478
418,2025-12-16,07:17:00.974478,Bagel,Bakery,2,2.5,5.0,Card,5,2025-12-16 07:17:00.974478
419,2025-08-21,13:17:00.974478,Scone,Bakery,2,3.0,6.0,Cash,4,2025-08-21 13:17:00.974478
420,2025-08-25,07:35:00.974478,Black Tea,Tea,1,2.5,2.5,Card,5,2025-08-25 07:35:00.974478
421,2025-09-23,08:14:00.974478,Scone,Bakery,3,3.0,9.0,Cash,5,2025-09-23 08:14:00.974478
422,2025-07-30,07:35:00.974478,Chai Latte,Tea,2,4.25,8.5,Mobile Payment,4,2025-07-30 07:35:00.974478
423,2025-11-11,10:53:00.974478,Mocha,Coffee,1,4.5,4.5,Card,5,2025-11-11 10:53:00.974478
424,2025-08-31,09:12:00.974478,Muffin,Bakery,1,2.75,2.75,Card,3,2025-08-31 09:12:00.974478
425,2025-11-19,02:19:00.974478,Green Tea,Tea,1,2.75,2.75,Mobile Payment,5,2025-11-19 02:19:00.974478
426,2025-09-18,15:09:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,5,2025-09-18 15:09:00.974478
427,2025-12-16,09:35:00.974478,Mocha,Coffee,1,4.5,4.5,Cash,4,2025-12-16 09:35:00.974478
428,2025-09-11,10:56:00.974478,Croissant,Bakery,1,3.5,3.5,Card,3,2025-09-11 10:56:00.974478
429,2026-01-14,12:33:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,5,2026-01-14 12:33:00.974478
430,2025-09-25,06:45:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Mobile Payment,4,2025-09-25 06:45:00.974478
431,2025-09-17,07:48:00.974478,Croissant,Bakery,1,3.5,3.5,Card,3,2025-09-17 07:48:00.974478
432,2025-08-21,11:13:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-08-21 11:13:00.974478
433,2026-01-11,12:48:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2026-01-11 12:48:00.974478
434,2025-09-19,09:49:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2025-09-19 09:49:00.974478
435,2025-11-13,09:54:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,4,2025-11-13 09:54:00.974478
436,2025-09-06,12:40:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Cash,1,2025-09-06 12:40:00.974478
437,2025-12-07,09:07:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,4,2025-12-07 09:07:00.974478
438,2025-11-15,11:55:00.974478,Scone,Bakery,1,3.0,3.0,Card,4,2025-11-15 11:55:00.974478
439,2025-11-12,01:38:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Mobile Payment,5,2025-11-12 01:38:00.974478
440,2025-07-24,14:08:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,5,2025-07-24 14:08:00.974478
441,2025-08-04,09:37:00.974478,Cappuccino,Coffee,2,3.75,7.5,Card,4,2025-08-04 09:37:00.974478
442,2025-12-08,07:21:00.974478,Herbal Tea,Tea,1,3.0,3.0,Cash,4,2025-12-08 07:21:00.974478
443,2026-01-01,08:36:00.974478,Bagel,Bakery,1,2.5,2.5,Card,5,2026-01-01 08:36:00.974478
444,2025-10-06,13:04:00.974478,Bagel,Bakery,3,2.5,7.5,Cash,4,2025-10-06 13:04:00.974478
445,2025-11-06,11:29:00.974478,Latte,Coffee,1,4.0,4.0,Card,5,2025-11-06 11:29:00.974478
446,2026-01-10,04:18:00.974478,Espresso,Coffee,2,2.5,5.0,Card,5,2026-01-10 04:18:00.974478
447,2025-08-03,11:47:00.974478,Latte,Coffee,2,4.0,8.0,Cash,5,2025-08-03 11:47:00.974478
448,2025-11-13,07:51:00.974478,Bagel,Bakery,1,2.5,2.5,Card,5,2025-11-13 07:51:00.974478
449,2025-12-27,09:09:00.974478,Bagel,Bakery,1,2.5,2.5,Card,3,2025-12-27 09:09:00.974478
450,2025-12-11,11:03:00.974478,Muffin,Bakery,1,2.75,2.75,Card,1,2025-12-11 11:03:00.974478
451,2025-10-10,14:17:00.974478,Green Tea,Tea,1,2.75,2.75,Card,4,2025-10-10 14:17:00.974478
452,2025-10-07,08:38:00.974478,Americano,Coffee,1,3.0,3.0,Cash,4,2025-10-07 08:38:00.974478
453,2026-01-11,07:06:00.974478,Cappuccino,Coffee,1,3.75,3.75,Cash,5,2026-01-11 07:06:00.974478
454,2025-08-01,08:48:00.974478,Croissant,Bakery,1,3.5,3.5,Card,5,2025-08-01 08:48:00.974478
455,2025-08-31,08:38:00.974478,Croissant,Bakery,1,3.5,3.5,Cash,4,2025-08-31 08:38:00.974478
456,2025-11-06,07:52:00.974478,Mocha,Coffee,1,4.5,4.5,Cash,5,2025-11-06 07:52:00.974478
457,2025-12-26,11:41:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,5,2025-12-26 11:41:00.974478
458,2025-09-09,12:33:00.974478,Espresso,Coffee,1,2.5,2.5,Mobile Payment,5,2025-09-09 12:33:00.974478
